lat,lng,distance
42.308359850852405,-70.98635893061594,4.0
42.29580084014718,-71.01179138022631,4.0
42.2913907020637,-71.041791,4.0
42.29580084014718,-71.0717906197737,4.0
42.308359850852405,-71.09722306938407,4.0
42.327155738647214,-71.11421648892369,4.0
42.349327,-71.12018378431337,4.0
42.37149826135279,-71.11421648892369,4.0
42.3902941491476,-71.09722306938407,4.0
42.402853159852825,-71.0717906197737,4.0
42.407263297936304,-71.041791,4.0
42.410574600602196,-71.01162759975763,4.5
42.399256501475115,-70.98510235074886,4.5
42.38191616758917,-70.96541458947515,4.5
42.36064509912708,-70.95493895050649,4.5
42.33800890087292,-70.95493895050649,4.5
42.31673783241084,-70.96541458947515,4.5
42.29939749852489,-70.98510235074886,4.5
42.28807939939781,-71.01162759975763,4.5
42.284148664821664,-71.041791,4.5
42.28807939939781,-71.07195440024238,4.5
42.29939749852489,-71.09847964925115,4.5
42.31673783241084,-71.11816741052486,4.5
42.33800890087292,-71.12864304949352,4.5
42.36064509912708,-71.12864304949352,4.5
42.38191616758917,-71.11816741052486,4.5
42.399256501475115,-71.09847964925115,4.5
42.410574600602196,-71.07195440024238,4.5
42.41450533517834,-71.041791,4.5
42.41820286710292,-71.01151012176351,5.0
42.40791631202705,-70.98419334686808,5.0
42.391894626874226,-70.96251463156766,5.0
42.37170612581686,-70.94859603956033,5.0
42.349327,-70.9438000196083,5.0
42.32694787418315,-70.94859603956033,5.0
42.30675937312578,-70.96251463156766,5.0
42.29073768797296,-70.98419334686808,5.0
42.280451132897085,-71.01151012176351,5.0
42.27690662757963,-71.041791,5.0
42.280451132897085,-71.0720718782365,5.0
42.29073768797296,-71.09938865313192,5.0
42.30675937312578,-71.12106736843235,5.0
42.32694787418315,-71.13498596043968,5.0
42.349327,-71.1397819803917,5.0
42.37170612581686,-71.13498596043968,5.0
42.391894626874226,-71.12106736843235,5.0
42.40791631202705,-71.09938865313192,5.0
42.41820286710292,-71.0720718782365,5.0
42.42174737242038,-71.041791,5.0
42.425762522332285,-71.01142302560153,5.5
42.41634328356235,-70.98351528388353,5.5
42.40149478405938,-70.96032869410627,5.5
42.382419960945676,-70.9437416958775,5.5
42.36066414294757,-70.9350980691471,5.5
42.337989857052435,-70.9350980691471,5.5
42.31623403905433,-70.9437416958775,5.5
42.297159215940624,-70.96032869410627,5.5
42.28231071643766,-70.98351528388353,5.5
42.27289147766772,-71.01142302560153,5.5
42.26966459033759,-71.041791,5.5
42.27289147766772,-71.07215897439848,5.5
42.28231071643766,-71.10006671611647,5.5
42.297159215940624,-71.12325330589374,5.5
42.31623403905433,-71.1398403041225,5.5
42.337989857052435,-71.1484839308529,5.5
42.36066414294757,-71.1484839308529,5.5
42.382419960945676,-71.1398403041225,5.5
42.40149478405938,-71.12325330589374,5.5
42.41634328356235,-71.10006671611647,5.5
42.425762522332285,-71.07215897439848,5.5
42.428989409662414,-71.041791,5.5
42.43327024968438,-71.01135668163164,6.0
42.42458845872109,-70.98299641176499,6.0
42.4107777237214,-70.9586428959239,6.0
42.39277922345222,-70.93995578596686,6.0
42.37181952596298,-70.92820857755554,6.0
42.349327,-70.92420182352997,6.0
42.32683447403703,-70.92820857755554,6.0
42.30587477654778,-70.93995578596686,6.0
42.2878762762786,-70.9586428959239,6.0
42.274065541278915,-70.98299641176499,6.0
42.26538375031563,-71.01135668163164,6.0
42.262422553095554,-71.041791,6.0
42.26538375031563,-71.07222531836837,6.0
42.274065541278915,-71.10058558823502,6.0
42.2878762762786,-71.1249391040761,6.0
42.30587477654778,-71.14362621403315,6.0
42.32683447403703,-71.15537342244447,6.0
42.349327,-71.15938017647004,6.0
42.37181952596298,-71.15537342244447,6.0
42.39277922345222,-71.14362621403315,6.0
42.4107777237214,-71.1249391040761,6.0
42.42458845872109,-71.10058558823502,6.0
42.43327024968438,-71.07222531836837,6.0
42.43623144690445,-71.041791,6.0
42.44073775842146,-71.01130499046339,6.5
42.43268957168157,-70.9825907169889,6.5
42.41979665528616,-70.95731694877875,6.5
42.402808298672305,-70.93695250537489,6.5
42.38271180337622,-70.92268089420622,6.5
42.36067510465673,-70.91533152943867,6.5
42.33797889534328,-70.91533152943867,6.5
42.31594219662379,-70.92268089420622,6.5
42.2958457013277,-70.93695250537489,6.5
42.27885734471384,-70.95731694877875,6.5
42.26596442831843,-70.9825907169889,6.5
42.25791624157854,-71.01130499046339,6.5
42.25518051585352,-71.041791,6.5
42.25791624157854,-71.07227700953662,6.5
42.26596442831843,-71.10099128301111,6.5
42.27885734471384,-71.12626505122125,6.5
42.2958457013277,-71.14662949462512,6.5
42.31594219662379,-71.16090110579378,6.5
42.33797889534328,-71.16825047056133,6.5
42.36067510465673,-71.16825047056133,6.5
42.38271180337622,-71.16090110579378,6.5
42.402808298672305,-71.14662949462512,6.5
42.41979665528616,-71.12626505122125,6.5
42.43268957168157,-71.10099128301111,6.5
42.44073775842146,-71.07227700953662,6.5
42.44347348414649,-71.041791,6.5
42.44817349947652,-71.01126393773353,7.0
42.44067490133372,-70.982267629839,7.0
42.428595737982434,-70.9562560722723,7.0
42.41254170911128,-70.93453359314461,7.0
42.39331783076366,-70.91818944826458,7.0
42.371888068471826,-70.9080432013037,7.0
42.349327,-70.90460362745162,7.0
42.32676593152818,-70.9080432013037,7.0
42.30533616923635,-70.91818944826458,7.0
42.286112290888724,-70.93453359314461,7.0
42.27005826201757,-70.9562560722723,7.0
42.25797909866628,-70.982267629839,7.0
42.25048050052349,-71.01126393773353,7.0
42.24793847861148,-71.041791,7.0
42.25048050052349,-71.07231806226648,7.0
42.25797909866628,-71.101314370161,7.0
42.27005826201757,-71.12732592772771,7.0
42.286112290888724,-71.1490484068554,7.0
42.30533616923635,-71.16539255173542,7.0
42.32676593152818,-71.17553879869631,7.0
42.349327,-71.17897837254839,7.0
42.371888068471826,-71.17553879869631,7.0
42.39331783076366,-71.16539255173542,7.0
42.41254170911128,-71.1490484068554,7.0
42.428595737982434,-71.12732592772771,7.0
42.44067490133372,-71.101314370161,7.0
42.44817349947652,-71.07231806226648,7.0
42.450715521388524,-71.041791,7.0
42.45558372029085,-71.0112307943728,7.5
42.44856595339813,-70.98200621637567,7.5
42.43721096804057,-70.95539452030212,7.5
42.42201503156557,-70.93255876496768,7.5
42.403642279315285,-70.91449698245857,7.5
42.38289568872529,-70.90199855934048,7.5
42.36068198535756,-70.89560973667778,7.5
42.337972014642446,-70.89560973667778,7.5
42.31575831127471,-70.90199855934048,7.5
42.29501172068472,-70.91449698245857,7.5
42.27663896843443,-70.93255876496768,7.5
42.26144303195944,-70.95539452030212,7.5
42.250088046601874,-70.98200621637567,7.5
42.24307027970915,-71.0112307943728,7.5
42.240696441369444,-71.041791,7.5
42.24307027970915,-71.0723512056272,7.5
42.250088046601874,-71.10157578362434,7.5
42.26144303195944,-71.12818747969789,7.5
42.27663896843443,-71.15102323503233,7.5
42.29501172068472,-71.16908501754143,7.5
42.31575831127471,-71.18158344065952,7.5
42.337972014642446,-71.18797226332222,7.5
42.36068198535756,-71.18797226332222,7.5
42.38289568872529,-71.18158344065952,7.5
42.403642279315285,-71.16908501754143,7.5
42.42201503156557,-71.15102323503233,7.5
42.43721096804057,-71.12818747969789,7.5
42.44856595339813,-71.10157578362434,7.5
42.45558372029085,-71.0723512056272,7.5
42.45795755863056,-71.041791,7.5
42.46297313643396,-71.01120365292914,8.0
42.45637931970565,-70.98179176045262,8.0
42.44567154236668,-70.95468560510395,8.0
42.431261298295205,-70.93092686123187,8.0
42.41370236508953,-70.91142856403931,8.0
42.39366952270558,-70.89694002215263,8.0
42.37193262204163,-70.88801802211127,8.0
42.349327,-70.88500543137329,8.0
42.32672137795837,-70.88801802211127,8.0
42.304984477294425,-70.89694002215263,8.0
42.28495163491048,-70.91142856403931,8.0
42.2673927017048,-70.93092686123187,8.0
42.25298245763332,-70.95468560510395,8.0
42.24227468029436,-70.98179176045262,8.0
42.235680863566046,-71.01120365292914,8.0
42.23345440412741,-71.041791,8.0
42.235680863566046,-71.07237834707087,8.0
42.24227468029436,-71.10179023954738,8.0
42.25298245763332,-71.12889639489606,8.0
42.2673927017048,-71.15265513876814,8.0
42.28495163491048,-71.1721534359607,8.0
42.304984477294425,-71.18664197784737,8.0
42.32672137795837,-71.19556397788874,8.0
42.349327,-71.19857656862672,8.0
42.37193262204163,-71.19556397788874,8.0
42.39366952270558,-71.18664197784737,8.0
42.41370236508953,-71.1721534359607,8.0
42.431261298295205,-71.15265513876814,8.0
42.44567154236668,-71.12889639489606,8.0
42.45637931970565,-71.10179023954738,8.0
42.46297313643396,-71.07237834707087,8.0
42.4651995958726,-71.041791,8.0
42.47034537252914,-71.01118114782452,8.5
42.464127976412705,-70.98161367745239,8.5
42.45400117073313,-70.95409547362488,8.5
42.44030981171207,-70.92956363576889,8.5
42.42352014216001,-70.9088535661999,8.5
42.40420391413655,-70.89267052149808,8.5
42.38301891861978,-70.88156559584135,8.5
42.36068658522342,-70.87591695415406,8.5
42.337967414776585,-70.87591695415406,8.5
42.31563508138022,-70.88156559584135,8.5
42.29445008586345,-70.89267052149808,8.5
42.27513385784,-70.9088535661999,8.5
42.258344188287936,-70.92956363576889,8.5
42.244652829266876,-70.95409547362488,8.5
42.2345260235873,-70.98161367745239,8.5
42.22830862747087,-71.01118114782452,8.5
42.22621236688537,-71.041791,8.5
42.22830862747087,-71.07240085217549,8.5
42.2345260235873,-71.10196832254762,8.5
42.244652829266876,-71.12948652637513,8.5
42.258344188287936,-71.15401836423112,8.5
42.27513385784,-71.17472843380011,8.5
42.29445008586345,-71.19091147850193,8.5
42.31563508138022,-71.20201640415866,8.5
42.337967414776585,-71.20766504584594,8.5
42.36068658522342,-71.20766504584594,8.5
42.38301891861978,-71.20201640415866,8.5
42.40420391413655,-71.19091147850193,8.5
42.42352014216001,-71.17472843380011,8.5
42.44030981171207,-71.15401836423112,8.5
42.45400117073313,-71.12948652637513,8.5
42.464127976412705,-71.10196832254762,8.5
42.47034537252914,-71.07240085217549,8.5
42.472441633114634,-71.041791,8.5
42.47770325962411,-71.01116228068894,9.0
42.47182220120439,-70.98146419951526,9.0
42.46221918808163,-70.95359911764747,9.0
42.44918600295022,-70.92841370149773,9.0
42.43311865254526,-70.90667319719128,9.0
42.41450533517834,-70.88903817895029,9.0
42.39391160707885,-70.87604447788023,9.0
42.371963198254164,-70.86808690101299,9.0
42.349327,-70.86540723529495,9.0
42.32669080174584,-70.86808690101299,9.0
42.304742392921156,-70.87604447788023,9.0
42.284148664821664,-70.88903817895029,9.0
42.265535347454744,-70.90667319719128,9.0
42.249467997049784,-70.92841370149773,9.0
42.23643481191837,-70.95359911764747,9.0
42.226831798795615,-70.98146419951526,9.0
42.2209507403759,-71.01116228068894,9.0
42.218970329643334,-71.041791,9.0
42.2209507403759,-71.07241971931107,9.0
42.226831798795615,-71.10211780048475,9.0
42.23643481191837,-71.12998288235254,9.0
42.249467997049784,-71.15516829850228,9.0
42.265535347454744,-71.17690880280873,9.0
42.284148664821664,-71.19454382104972,9.0
42.304742392921156,-71.20753752211978,9.0
42.32669080174584,-71.21549509898702,9.0
42.349327,-71.21817476470505,9.0
42.371963198254164,-71.21549509898702,9.0
42.39391160707885,-71.20753752211978,9.0
42.41450533517834,-71.19454382104972,9.0
42.43311865254526,-71.17690880280873,9.0
42.44918600295022,-71.15516829850228,9.0
42.46221918808163,-71.12998288235254,9.0
42.47182220120439,-71.10211780048475,9.0
42.47770325962411,-71.07241971931107,9.0
42.47968367035667,-71.041791,9.0
42.48504904057359,-71.01114630798932,9.5
42.47947023008258,-70.98133752329194,9.5
42.470341451533,-70.95317775184871,9.5
42.45791171420673,-70.92743511881754,9.5
42.442520068936126,-70.9048118161215,9.5
42.42458635968114,-70.88592494848358,9.5
42.404599771280566,-70.87128970041856,9.5
42.383105485764816,-70.8613052833424,9.5
42.360689811211344,-70.85624404612551,9.5
42.33796418878866,-70.85624404612551,9.5
42.31554851423519,-70.8613052833424,9.5
42.29405422871944,-70.87128970041856,9.5
42.27406764031886,-70.88592494848358,9.5
42.25613393106388,-70.9048118161215,9.5
42.240742285793274,-70.92743511881754,9.5
42.228312548467,-70.95317775184871,9.5
42.21918376991742,-70.98133752329194,9.5
42.21360495942641,-71.01114630798932,9.5
42.2117282924013,-71.041791,9.5
42.21360495942641,-71.07243569201069,9.5
42.21918376991742,-71.10224447670807,9.5
42.228312548467,-71.1304042481513,9.5
42.240742285793274,-71.15614688118247,9.5
42.25613393106388,-71.17877018387851,9.5
42.27406764031886,-71.19765705151643,9.5
42.29405422871944,-71.21229229958145,9.5
42.31554851423519,-71.2222767166576,9.5
42.33796418878866,-71.2273379538745,9.5
42.360689811211344,-71.2273379538745,9.5
42.383105485764816,-71.2222767166576,9.5
42.404599771280566,-71.21229229958145,9.5
42.42458635968114,-71.19765705151643,9.5
42.442520068936126,-71.17877018387851,9.5
42.45791171420673,-71.15614688118247,9.5
42.470341451533,-71.1304042481513,9.5
42.47947023008258,-71.10224447670807,9.5
42.48504904057359,-71.07243569201069,9.5
42.48692570759871,-71.041791,9.5
