"geoid10","latitude","longitude","total_commuters"
"250250601014003","42.332788900537","-71.030182921785","14"
"250173302004004","42.5804769999782","-71.1216176869135","14"
"250250007044001","42.3493255351165","-71.1343266799163","14"
"250214231004021","42.2529997010564","-70.8199196912661","14"
"250250601013002","42.3344682323738","-71.0281752786434","14"
"250173371022004","42.4775747995547","-71.0836159114233","14"
"250250702003000","42.3518059459758","-71.066009615348","14"
"250250604005003","42.3339810841277","-71.0470840748873","13"
"250250607002003","42.337761209594","-71.0553428797976","13"
"250250104032002","42.3458657221542","-71.088837263378","13"
"250250608004002","42.3362031959196","-71.0525275038471","13"
"250250812001006","42.3239269124064","-71.1006707522007","13"
"250251601014003","42.3924142438507","-71.0294799466195","13"
"250251703001010","42.4405986454069","-71.0205619081308","13"
"250250606001090","42.338507561735","-71.0471197667899","13"
"250250603013005","42.3351036181355","-71.0407517272672","13"
"250173507002004","42.4071612719738","-71.1317150223735","13"
"250250301001006","42.3671672995371","-71.0555011550353","13"
"250173507004004","42.4055614609898","-71.1333086251695","13"
"250250602002002","42.3319666696971","-71.0323528140393","13"
"250250301002003","42.3659018978267","-71.0561352723036","13"
"250214179011003","42.249808951805","-70.9764480902529","13"
"250250703003003","42.3471947125685","-71.0723034149414","12"
"250250907002003","42.3226792434036","-71.058599846003","12"
"250173546001002","42.3883702407821","-71.1301883445914","12"
"250214005001001","42.3384871860258","-71.1254693711981","12"
"250250106001014","42.3481943426522","-71.0834842272892","12"
"250214223022003","42.1858011931136","-70.9438121734327","12"
"250250612002015","42.3313825543259","-71.0556811376221","12"
"250250302001002","42.3648870199284","-71.0570374467275","12"
"250250921015004","42.2943338707591","-71.0577276325009","12"
"250173510004006","42.388304975464","-71.1169301356428","12"
"250250505001002","42.3702974099286","-71.0329990097641","12"
"250250912002000","42.316495792383","-71.0617761459273","12"
"250250007015006","42.3476347394487","-71.1393737264522","12"
"250173398022006","42.4113904727739","-71.0995346663552","12"
"250250901004004","42.3005683814943","-71.0810875375586","12"
"250250610001004","42.332092289239","-71.0478229485706","12"
"250214009001005","42.3304559398643","-71.1161206467642","12"
"250214162004000","42.255245489332","-71.0899594883449","12"
"250214196001000","42.1969509990671","-70.9779047231935","12"
"250250605011001","42.336885541232","-71.0364580235786","12"
"250250604005007","42.3339463766482","-71.0445595323149","12"
"250251304062006","42.262372581575","-71.1531826811919","12"
"250250907003004","42.3198798088297","-71.0581010217348","12"
"250250304002002","42.3633928340531","-71.0554874046502","12"
"250214177012002","42.2521109579349","-70.9932208461448","12"
"250250603013011","42.3342321535715","-71.0342656021992","12"
"250250606001086","42.3388975143537","-71.0493792479967","12"
"250250603011002","42.3334713095948","-71.0386454136993","12"
"250173532001015","42.3592781312623","-71.1026991033041","12"
"250259813002056","42.3706885307352","-71.03071798912","12"
"250173371012001","42.4872064836084","-71.0890894972454","12"
"250092084004000","42.4655273873385","-71.0356592317494","12"
"250259812021019","42.3443305199791","-71.0307508674004","12"
"250250709002000","42.3380785318139","-71.0796490716159","11"
"250250604003001","42.330957641701","-71.0406254551956","11"
"250250404011002","42.3770489536459","-71.0682889782263","11"
"250250915001000","42.3120332214093","-71.0602864730612","11"
"250250601012002","42.3336430834391","-71.028152557026","11"
"250250711011006","42.3372800800389","-71.0730036438349","11"
"250250305001014","42.3660496439679","-71.0504952027709","11"
"250214003002000","42.3457699176665","-71.1227526055773","11"
"250250701017007","42.3519515203531","-71.0619226761798","11"
"250250008022005","42.3548434722143","-71.1378047943541","11"
"250250810012002","42.3339741774936","-71.109967227901","11"
"250250606001095","42.3382247458918","-71.0474479550667","11"
"250250603011003","42.3334332210256","-71.0407141897981","11"
"250214224001000","42.220337923017","-70.9545522977598","11"
"250251301002000","42.2992710771187","-71.1627095762166","11"
"250250608003007","42.3361437085366","-71.0499010375856","11"
"250173524002025","42.3638166182693","-71.0951108173339","11"
"250250007041002","42.3514038966692","-71.1346698232264","11"
"250173505002000","42.3996553000648","-71.1225501123627","11"
"250250812001003","42.3258326470921","-71.1029279141895","11"
"250250612001051","42.3426643633058","-71.0562333851748","11"
"250250104033000","42.3447938242777","-71.0869275937578","11"
"250250003021000","42.3479944510575","-71.1644361733386","11"
"250214178013012","42.2642923115996","-70.9652448225939","11"
"250250608003004","42.337438073987","-71.0510861587625","11"
"250173363005000","42.4469797843074","-71.0490918437964","11"
"250250612003012","42.3285307208858","-71.0572754585433","11"
"250250608004022","42.3331503136016","-71.0519700949544","11"
"250250612003003","42.3299089581299","-71.054179849245","11"
"250250605013004","42.3368077374658","-71.0425885422489","11"
"250173504004008","42.3959556076106","-71.1177995586669","11"
"250173398021003","42.4130989855622","-71.0904489240581","11"
"250173503001006","42.3947051400852","-71.1043658805988","11"
"250250605013000","42.3376657861831","-71.0387436854582","11"
"250235011024019","42.2345849835845","-70.9175221038387","11"
"250250606001081","42.3404938295158","-71.050208280344","11"
"250250821003004","42.309126385156","-71.0901882109411","11"
"250250602001001","42.3352476853007","-71.0323104954506","11"
"250173521012012","42.3698432437849","-71.0719622140956","11"
"250173322001017","42.5014652750727","-71.1723761085433","11"
"250250804011000","42.3350304299635","-71.0776098969774","11"
"250250601011006","42.3361765565329","-71.0282203584353","10"
"250251603001012","42.3897088770338","-71.0452321459582","10"
"250250201013000","42.3585375336294","-71.0670250007247","10"
"250173344002006","42.5314200826446","-71.0892754111761","10"
"250250911005002","42.3169140535622","-71.0579926545651","10"
"250214562001043","42.1493344253676","-71.081529025833","10"
"250250602001003","42.3335678226197","-71.032830966122","10"
"250250304002000","42.3643696369415","-71.054876772435","10"
"250173523001022","42.3662035020109","-71.0833046357747","10"
"250250809001002","42.3340720286074","-71.1014542122888","10"
"250250709001005","42.3386125522918","-71.0788248541766","10"
"250250101042005","42.3508299371227","-71.0906316032996","10"
"250251006013003","42.2907608647954","-71.0582003245408","10"
"250250007041003","42.3517710501495","-71.1334832812286","10"
"250250512002002","42.3655507988236","-71.0311652662092","10"
"250250605012004","42.3360044002738","-71.0386948755153","10"
"250250601014004","42.3319820652663","-71.0301853463864","10"
"250250712011008","42.3416289236692","-71.0675469098441","10"
"250250605012003","42.3361055369892","-71.0406295838843","10"
"250250606001085","42.3385023357798","-71.0498300623259","10"
"250250603013000","42.3352132412169","-71.0343752209261","10"
"250250006023007","42.344909495327","-71.1438002869134","10"
"250214194003001","42.2284006944282","-70.9746222940462","10"
"250251207002002","42.3220082651162","-71.1157438131834","10"
"250251202011003","42.3038384284354","-71.1128671222347","10"
"250250605013006","42.3359022079501","-71.0429914236142","10"
"250250510002015","42.386856037138","-71.0134262259525","10"
"250173531021006","42.3548414611585","-71.1013875783501","10"
"250214004001001","42.3436908784029","-71.127394459906","10"
"250092083004017","42.4710828516905","-71.0186203847856","10"
"250251708002000","42.3971642283794","-70.9867009800187","10"
"250250612003002","42.3301899894979","-71.0534760219594","10"
"250059856001056","42.0591064145821","-71.0773851632808","10"
"250250605012001","42.3368381659282","-71.039338574307","10"
"250250708001000","42.3415954128753","-71.078723841089","10"
"250251006031024","42.2872516850408","-71.0469717685566","10"
"250250505001008","42.3697316295627","-71.0358671606801","10"
"250250907002001","42.3241101241616","-71.0582053044484","10"
"250250907001014","42.3204258157492","-71.055196105853","10"
"250250606001076","42.3426215497608","-71.0449979636795","10"
"250173343003004","42.5543533238034","-71.1133264777858","10"
"250250302001003","42.364938829146","-71.056128345378","10"
"250250605011000","42.3369167601334","-71.0344210756106","10"
"250173416006035","42.4346421895115","-71.0639676152838","10"
"250250705001009","42.3427136751694","-71.0680839844942","10"
"250250601011001","42.33788162954","-71.0284131029729","10"
"250250304001000","42.3664492950049","-71.0542388960028","10"
"250173748002001","42.3395333139476","-71.2424953961684","10"
"250250604005000","42.3352103556463","-71.0451852707072","10"
"250173587001010","42.4799339734267","-71.2451242918066","10"
"250250003022007","42.3435631420976","-71.1665218243344","9"
"250214007001000","42.3359679321167","-71.1232042924045","9"
"250250601012003","42.333826218722","-71.0302070376503","9"
"250214008001002","42.3397779463922","-71.1151242619155","9"
"250173352004002","42.498109161751","-71.077454963036","9"
"250250007014000","42.346807419522","-71.1377697453579","9"
"250173398011025","42.4038161825402","-71.0800756468845","9"
"250173398011026","42.4039908306274","-71.0812063133451","9"
"250214231001017","42.2451733286483","-70.7969180439723","9"
"250250612002016","42.3312055559614","-71.0545147873876","9"
"250250108013003","42.3531466874786","-71.080072826101","9"
"250173301005000","42.5876807980199","-71.0501102130892","9"
"250250507003007","42.3765460956544","-71.0315143567804","9"
"250235021021008","42.1182599400768","-70.9037802052457","9"
"250250605012002","42.3368136172925","-71.0407746410847","9"
"250214091013017","42.1192243267074","-71.304131288179","9"
"250173509002011","42.391392551666","-71.1173124224213","9"
"250214222005000","42.1686023952944","-70.9509669482776","9"
"250250303004002","42.3582339061449","-71.0575615521943","9"
"250250502004001","42.3775407807682","-71.0328158596306","9"
"250250606001020","42.3515100994777","-71.0473897373919","9"
"250250004011002","42.3427593539456","-71.1449014463284","9"
"250251606011007","42.4026326694891","-71.0224254445015","9"
"250250006022004","42.3495403556763","-71.1405321687436","9"
"250250502002000","42.3773569177319","-71.0353746491821","9"
"250250202003010","42.3598984805452","-71.0693746306405","9"
"250214177022000","42.2583061363582","-70.9887030375317","9"
"250250004014002","42.3428168834425","-71.1525662289939","9"
"250250815002002","42.3182642625544","-71.0936757720496","9"
"250214177011010","42.2569047564097","-71.0082543702391","9"
"250250004014005","42.341122558823","-71.152513952809","9"
"250173504001005","42.4033378253397","-71.1159277112266","9"
"250173512042000","42.3830014929665","-71.1009061738506","9"
"250250907001017","42.3197949397274","-71.0546508073305","9"
"250214161014000","42.2414904444218","-71.0824109752985","9"
"250092103002001","42.5466708548204","-70.9662215900956","9"
"250250604002001","42.3326123872442","-71.0406863837961","9"
"250251006031023","42.289317413464","-71.0495603144464","9"
"250250007015008","42.3469089070595","-71.1396334881113","9"
"250250105002001","42.3446708358457","-71.0821367737183","9"
"250214005001000","42.3406600853569","-71.1249513952212","9"
"250214180031005","42.2339922322252","-71.0186347899703","9"
"250250602002004","42.3310765684234","-71.0342433954294","9"
"250214004002005","42.3407831747644","-71.1299905928077","9"
"250214225011000","42.2014267908562","-70.9291346006545","9"
"250250005032001","42.3395495391817","-71.1509466538324","9"
"250251403006005","42.262741402548","-71.1152013466682","9"
"250214182002011","42.2481083443211","-71.0328434620122","9"
"250250910014012","42.3118767701744","-71.0500607145737","9"
"250214151021010","42.1445924356833","-71.1573446336121","9"
"250250603012001","42.3318621162915","-71.036583950497","9"
"250251705022022","42.4282771787406","-70.9805767996069","9"
"250173501042004","42.3970160888742","-71.0940518071242","9"
"250250916003006","42.3037072921374","-71.059990721979","9"
"250214001003003","42.3426262647286","-71.1160062887736","9"
"250214002001007","42.3480212117809","-71.1173828550788","9"
"250250907002000","42.3247708205441","-71.0580336838253","9"
"250092041021016","42.4854046950953","-70.9065981130016","9"
"250173538003003","42.3709857292855","-71.1129350749901","9"
"250250917001005","42.3017994290409","-71.0655935070111","9"
"250250605014004","42.3361424482087","-71.030274694752","9"
"250173529001001","42.3719264227513","-71.1021364755094","9"
"250250911001009","42.3168795928148","-71.0546468606203","9"
"250250606001064","42.3480475954745","-71.0392241393342","9"
"250173507005003","42.4026152090393","-71.1306024232275","9"
"250173391004030","42.4159536290805","-71.1055311748486","9"
"250250911002004","42.3136786238532","-71.0539531423226","9"
"250173371023000","42.4668437786041","-71.0883953686831","9"
"250092041021005","42.4894563453071","-70.904999756342","9"
"250250911002005","42.313766393161","-71.0546368226821","9"
"250250705003002","42.3427176725016","-71.0717247017247","9"
"250250602001004","42.3335830846877","-71.0318067198226","9"
"250250911005001","42.3176180056901","-71.057850534696","9"
"250250510003001","42.3846493535932","-71.0178650527217","9"
"250173549003032","42.3952941382163","-71.1433727530623","9"
"250250104081001","42.3435446466817","-71.0958243323368","9"
"250250603011000","42.3335422100503","-71.0343104168625","9"
"250173564006005","42.4314900637346","-71.1733551859236","9"
"250235253001016","41.9492043890623","-70.9566139257173","9"
"250250501012002","42.3812350861064","-71.0411947245024","9"
"250250510003007","42.384016297794","-71.0186719030947","8"
"250250907002004","42.3221567368927","-71.0592186648676","8"
"250250703004003","42.3461683488844","-71.0717893918088","8"
"250250811002002","42.3299198559992","-71.1093134251714","8"
"250250506001014","42.3721593863762","-71.0370369621854","8"
"250250005043003","42.3388102590497","-71.1477785471142","8"
"250173515002020","42.3754453737276","-71.0961628691767","8"
"250214171004001","42.2571467425025","-71.022359028641","8"
"250214173001004","42.295458717524","-71.0333886091491","8"
"250250911003000","42.31640803432","-71.0554466153418","8"
"250250007043001","42.3488925677717","-71.1320915241438","8"
"250173416001006","42.4390748787347","-71.0533667434955","8"
"250173537003005","42.3742311602211","-71.1166836347875","8"
"250173503001008","42.3937359301934","-71.1033595744674","8"
"250250304002001","42.3637635536834","-71.054025815297","8"
"250251006014002","42.2911353610446","-71.0617546229374","8"
"250250918001005","42.3085948253877","-71.0678164351658","8"
"250250601012001","42.3336670032147","-71.0265278298996","8"
"250173681012001","42.4059705935217","-71.2373400843107","8"
"250251707021001","42.4071831799043","-70.9988186869725","8"
"250214212003000","42.1402611916502","-70.9969860841869","8"
"250092105002000","42.5121122725825","-70.9570769395557","8"
"250250604004004","42.3308705578865","-71.0451431505725","8"
"250250922002002","42.2947982764813","-71.0646267023519","8"
"250251707011023","42.3954490310776","-70.9934022101219","8"
"250251101035007","42.2973422753079","-71.1147011748784","8"
"250250001004005","42.3591669361555","-71.1433513974125","8"
"250250911001004","42.3180133443577","-71.0529116482759","8"
"250250408013001","42.3779089629875","-71.0494187001428","8"
"250250512003002","42.3648077261289","-71.0331691176799","8"
"250173525001005","42.3679141305304","-71.096276558579","8"
"250214561011006","42.1087512613855","-71.0935464430516","8"
"250250803001011","42.3266228087619","-71.0795735339623","8"
"250250601012004","42.3334145610872","-71.0302069012654","8"
"250173538003002","42.3726075646536","-71.112181304138","8"
"250250817003006","42.3191202658011","-71.0879783430003","8"
"250250601011005","42.3362115089997","-71.0261369241683","8"
"250092067002008","42.4602499230495","-70.934828264271","8"
"250250102032008","42.3424146156929","-71.1004196981003","8"
"250173549002000","42.3921553401387","-71.1339954240301","8"
"250250602002000","42.3327548303587","-71.0322329585027","8"
"250214123002003","42.2156318503854","-71.1709563644773","8"
"250251304061007","42.2561609903109","-71.1458636638001","8"
"250214179012017","42.2394153517211","-70.9810920552101","8"
"250251304061003","42.2583672852031","-71.147620427235","8"
"250250606001022","42.3506539017174","-71.0484561655714","8"
"250250912003006","42.3157665631148","-71.0639423412324","8"
"250251010022003","42.2746283013011","-71.0851213112684","8"
"250250511011002","42.3889746730745","-71.0034284090196","8"
"250173527002001","42.3733616912401","-71.092342042696","8"
"250214113011001","42.1888302081548","-71.260760201092","8"
"250250510001001","42.3846048293032","-71.0140107571231","8"
"250214004002003","42.3402531358409","-71.1298780500422","8"
"250250707001007","42.3463428596675","-71.0761649122919","8"
"250250612001028","42.3468933237499","-71.0500366115709","8"
"250250108023001","42.3530192151795","-71.0825342127611","8"
"250214222003008","42.1739999192528","-70.9283490083539","8"
"250250706002002","42.3424258260714","-71.0772086459698","8"
"250250702003007","42.3480127064969","-71.0649469669625","8"
"250173382001035","42.4594764773136","-71.1388357492269","8"
"250214181011004","42.252876679625","-71.0131766131704","8"
"250250104031001","42.3448812367512","-71.0888165416629","8"
"250251707023002","42.4075728126797","-70.9995556416281","8"
"250250612001105","42.3407951498072","-71.0523110868653","8"
"250235012021059","42.198186512591","-70.8657154200094","8"
"250250907003002","42.3212628536447","-71.0600889614056","8"
"250214231001037","42.233713583866","-70.7923992841703","8"
"250250005031007","42.3409455544385","-71.1486046111689","8"
"250214195002008","42.2085370681752","-70.976003562357","8"
"250214008003003","42.3405790300667","-71.1223295113514","8"
"250235041022015","42.1327422545488","-70.7882268819619","8"
"250092066003005","42.4655305133657","-70.9285751232651","8"
"250214223023005","42.1883551379699","-70.9514885621459","8"
"250251004002000","42.2816576684772","-71.0680390875033","8"
"250250916002005","42.3060515473801","-71.0601893713569","8"
"250092056002004","42.4646869999849","-70.9890845396968","8"
"250173416005000","42.4305419829715","-71.0654188919132","8"
"250173831011014","42.2678619146509","-71.4078827921475","8"
"250250104031002","42.344066236691","-71.0885042380507","8"
"250173502001004","42.3941700738797","-71.0999720201687","8"
"250250915001004","42.3137320087447","-71.0671056767801","8"
"250250601014002","42.3328247362939","-71.0281467461372","8"
"250250203021004","42.3602939352378","-71.0647659936839","8"
"250250004023000","42.348409470168","-71.1543501848956","8"
"250250002021000","42.3538641526928","-71.1525528175145","8"
"250092033022018","42.5123172800507","-70.8524906343127","8"
"250235051021013","42.2088122202287","-70.7740441792677","8"
"250250601013003","42.3344974044583","-71.0260900463791","8"
"250214180021014","42.2370237405419","-70.9852632429316","8"
"250250401001001","42.3751631769304","-71.0596577530579","8"
"250092021023003","42.4815894059582","-70.9075724638597","8"
"250250403004000","42.3803783768569","-71.0632277839337","8"
"250214135001000","42.1675749113603","-71.1893649649834","8"
"250250711012008","42.3358901469168","-71.0753186526095","8"
"250214180022000","42.2353866438646","-71.0020091291501","8"
"250250604003000","42.3309999889429","-71.0385544122311","8"
"250235061024005","42.1103845462169","-70.7451029588817","8"
"250214024006038","42.2303496704114","-71.1767823028238","8"
"250250603012005","42.3300712628212","-71.0356144386453","8"
"250173747001002","42.3558623958591","-71.2457743845791","8"
"250173736001006","42.3333677005313","-71.1750852314791","8"
"250250606001084","42.3394977910878","-71.0513719333713","8"
"250250606001098","42.3375115054149","-71.0482828957464","8"
"250250602002003","42.3319006859458","-71.0342644597926","8"
"250250503002006","42.3683357910936","-71.0414912076292","8"
"250251204005010","42.3174964845473","-71.1150915889365","8"
"250173567022000","42.411164857937","-71.1675452958844","8"
"250250606001083","42.3398867607457","-71.0509097660275","8"
"250250603011005","42.3326871649429","-71.0363158633427","8"
"250173530003004","42.3643285695321","-71.1041406281833","7"
"250250924005003","42.2964999700632","-71.0863326626151","7"
"250250608004005","42.3365507728623","-71.0548622195316","7"
"250250608004003","42.3358946577327","-71.0529179488908","7"
"250251011022008","42.2782857519349","-71.0922330738501","7"
"250250502002001","42.3764426338057","-71.0378090023728","7"
"250250201014009","42.3583315155969","-71.0703209197257","7"
"250214193004005","42.2259052474639","-70.9808098578425","7"
"250250202001001","42.3602730851062","-71.066161561922","7"
"250250608002005","42.3341922210106","-71.0517811221177","7"
"250250003022001","42.3452387848037","-71.1682558631313","7"
"250250202002002","42.3607083737215","-71.0682677367694","7"
"250250608002001","42.3355193448859","-71.0506235798442","7"
"250173344003001","42.5231088841257","-71.0907493474729","7"
"250250608001002","42.3353991509508","-71.0478943993073","7"
"250250202003008","42.3601941912556","-71.0704344416162","7"
"250250203021000","42.3601759171019","-71.0631440564129","7"
"250250606001091","42.3387913001445","-71.0467868667144","7"
"250092171003001","42.5703734938872","-70.8676242076086","7"
"250173852012000","42.2425702078544","-71.4537909145679","7"
"250092172013003","42.5621004694634","-70.8995211240647","7"
"250214181021012","42.2450584813767","-71.0241262439064","7"
"250251002002004","42.2837697634295","-71.0880244695868","7"
"250250606001017","42.351783489784","-71.0490958939005","7"
"250173512032006","42.3770461015779","-71.098713422513","7"
"250214180041011","42.2349368875829","-71.0059655761343","7"
"250250605015003","42.3372914767295","-71.045238094417","7"
"250250605015002","42.3375768976594","-71.0449183203015","7"
"250173681021019","42.3975809907278","-71.2405239989088","7"
"250173413001014","42.4312355397009","-71.0694490915848","7"
"250173684002035","42.3635206935226","-71.261003372982","7"
"250250301002004","42.365923199795","-71.0569744199262","7"
"250173311024006","42.5655135070827","-71.1501278970028","7"
"250250303001007","42.3621915578358","-71.0518308831368","7"
"250250907001018","42.3195272715945","-71.0536945036658","7"
"250251003001004","42.2848962034669","-71.0779701944848","7"
"250235011024052","42.2320751601823","-70.8972518708752","7"
"250214179021004","42.2481757242911","-70.9917399715791","7"
"250250909012012","42.3170979297345","-71.0445333550651","7"
"250250809001001","42.3351742621339","-71.1005812434421","7"
"250173701024020","42.3638633459815","-71.1873832010741","7"
"250250605011003","42.3360433381956","-71.0364381427365","7"
"250250004011000","42.3439374536394","-71.1440865883778","7"
"250251202012012","42.3055257816363","-71.1043287626666","7"
"250173513001003","42.3848534318993","-71.0983574551294","7"
"250173702023005","42.373216081389","-71.1840654261653","7"
"250214178013010","42.2640532049479","-70.9570827927624","7"
"250250602002006","42.3311070914127","-71.0317881915577","7"
"250250512002007","42.3651991301671","-71.0322573908904","7"
"250235011022028","42.2433070677946","-70.9053666341372","7"
"250235011013023","42.236810974744","-70.8849750473858","7"
"250251605011000","42.4012999662493","-71.0350527553952","7"
"250250007044000","42.3503544557355","-71.1322564111375","7"
"250056112023010","41.9725007388932","-71.2169661058405","7"
"250251202012000","42.3081073885071","-71.1041466606113","7"
"250173510004004","42.3905520280097","-71.116090491075","7"
"250250916001004","42.305639815268","-71.0651534215779","7"
"250250604002002","42.3317997397267","-71.040149773825","7"
"250250305003001","42.3666530046987","-71.0529777121699","7"
"250173740002036","42.2934352819666","-71.1927334635427","7"
"250250005024009","42.3371152206404","-71.1647531563562","7"
"250250604001005","42.3325517669366","-71.0435603269775","7"
"250250604001003","42.3331838017966","-71.0428368429464","7"
"250214151024009","42.146975941303","-71.1426575440516","7"
"250250604001002","42.3335932253581","-71.0428562073859","7"
"250173741002004","42.3155105180496","-71.2203820431096","7"
"250251401051000","42.2722328878705","-71.1272005291997","7"
"250173511002004","42.3899349813296","-71.1062867515818","7"
"250250603013008","42.3342224880119","-71.0364863701346","7"
"250173505001006","42.3983796347214","-71.1216460374172","7"
"250173414003016","42.4158707880927","-71.0632064722476","7"
"250173510004009","42.3875341176382","-71.1135304251998","7"
"250250008025004","42.3527261623937","-71.124090953507","7"
"250251004004004","42.2811730921028","-71.0733508722477","7"
"250214174002007","42.293049495839","-71.0183395929004","7"
"250250008025006","42.3524830194093","-71.1219224057478","7"
"250250914001000","42.3164326843239","-71.0681259723938","7"
"250173506001002","42.4035641113989","-71.1198215829106","7"
"250250806011011","42.3356149058143","-71.0890679973836","7"
"250173521012013","42.3704118535847","-71.073705664918","7"
"250173521021020","42.3655229576149","-71.0775758049185","7"
"250214562002028","42.1336705460929","-71.081748586902","7"
"250250102031010","42.3471264521518","-71.090380826333","7"
"250173831022005","42.2751063339933","-71.3985937662728","7"
"250251008006002","42.2835611039282","-71.063621317874","7"
"250250708002003","42.3397608847601","-71.0814997676069","7"
"250214561022004","42.1240190078559","-71.0828064743609","7"
"250250915001002","42.3120160842851","-71.0625850834223","7"
"250214002002020","42.341515931629","-71.1185330935626","7"
"250173748001017","42.3428875073508","-71.2435162556095","7"
"250173525002010","42.3659544222166","-71.0996017524806","7"
"250250102033002","42.3422280205834","-71.0981073444037","7"
"250250006023001","42.3476345823918","-71.1449715875555","7"
"250250707002002","42.3440825199471","-71.0768438407193","7"
"250214141004008","42.1483496474654","-71.1940929999795","7"
"250173505002001","42.4000767917417","-71.1230878072619","7"
"250214197002020","42.18882773586","-70.9941300687333","7"
"250173343003007","42.5481562662927","-71.1107764461613","7"
"250250706001000","42.3449818785263","-71.0736234940084","7"
"250251008005006","42.2733548365995","-71.0661593585738","7"
"250173530004011","42.368045730648","-71.1033007197477","7"
"250214231002011","42.2296366069559","-70.802402843479","7"
"250092111001004","42.5648396752039","-70.9130359717049","7"
"250250104041000","42.3433876114705","-71.0877678610208","7"
"250250911003001","42.3156824150732","-71.0555547424503","7"
"250250902003002","42.3076343250294","-71.0790334020121","7"
"250250104042001","42.3404272573906","-71.0900010617926","7"
"250250408012025","42.380585353859","-71.0570459923058","7"
"250250703002012","42.3486983607918","-71.0672595919773","7"
"250251705011001","42.4135168229739","-70.9908019637616","7"
"250250911004001","42.3145676461877","-71.0584709283593","7"
"250250703001012","42.3485039130939","-71.0705585670207","7"
"250173504001003","42.4032306186187","-71.1166897755454","7"
"250173538001005","42.3707832097542","-71.1080751579672","7"
"250173538002002","42.3691910521096","-71.1093391279694","7"
"250250805002003","42.3359755848213","-71.0788454298807","7"
"250173538004002","42.3675159292522","-71.1080313114727","7"
"250173539002001","42.3664185471374","-71.1141470508535","7"
"250214224005001","42.2116586779704","-70.9526574440382","7"
"250250105001004","42.3469138692306","-71.0870808008212","7"
"250173546003002","42.3876827699897","-71.1359698283652","7"
"250173546004015","42.3925690494143","-71.1535279937547","7"
"250250701011025","42.351939291356","-71.0576628422345","7"
"250092114011057","42.5805449305378","-70.972703780797","7"
"250250906001000","42.3229575630316","-71.0740357777263","7"
"250235108001001","42.0886366557923","-71.0264398218034","7"
"250250106002012","42.3454790609861","-71.0791284278305","7"
"250214223012000","42.2002002424631","-70.9625153441304","7"
"250250612003006","42.3297600021915","-71.0551342323359","7"
