date,direction,distance,duration,duration_in_traffic,lat,lng,duration_normalized,duration_in_traffic_normalized
2019-03-01 05:00:00,from,1962,496,427,42.354110786999996,-71.060289411,0.2528032619775739,0.21763506625891946
2019-03-01 05:00:00,from,2191,588,505,42.35255001,-71.06089782800001,0.268370607028754,0.23048836147877683
2019-03-01 05:00:00,from,2456,417,365,42.34610399,-71.06089782800001,0.16978827361563517,0.1486156351791531
2019-03-01 05:00:00,from,2191,549,475,42.350948702,-71.061265967,0.2505705157462346,0.2167959835691465
2019-03-01 05:00:00,from,2298,477,408,42.347705298,-71.061265967,0.20757180156657964,0.17754569190600522
2019-03-01 05:00:00,from,2469,587,492,42.349327,-71.06138919600001,0.23774807614418794,0.19927095990279464
2019-03-01 06:00:00,to,5550,696,642,42.358357673,-71.026468513,0.1254054054054054,0.11567567567567567
2019-03-01 06:00:00,to,2198,401,345,42.340296327,-71.026468513,0.1824385805277525,0.15696087352138308
2019-03-01 06:00:00,to,1996,371,318,42.339085213000004,-71.027932983,0.18587174348697394,0.1593186372745491
2019-03-01 06:00:00,to,2140,328,278,42.338002895,-71.029571725,0.15327102803738318,0.12990654205607477
2019-03-01 06:00:00,to,2375,398,336,42.337062984,-71.031364131,0.16757894736842105,0.1414736842105263
2019-03-01 06:00:00,to,1987,315,265,42.3362773,-71.033287661,0.15853044791142426,0.13336688475088074
2019-03-01 06:00:00,to,1892,312,259,42.335655724,-71.035318126,0.1649048625792812,0.136892177589852
2019-03-01 06:00:00,to,2382,459,386,42.335206072,-71.03742999100001,0.19269521410579346,0.16204869857262805
2019-03-01 06:00:00,to,2384,441,368,42.334933998000004,-71.039596698,0.18498322147651006,0.15436241610738255
2019-03-01 06:00:00,to,2505,477,400,42.334842926,-71.041791,0.19041916167664671,0.1596806387225549
2019-03-01 06:00:00,to,2640,501,432,42.334933998000004,-71.043985302,0.18977272727272726,0.16363636363636364
2019-03-01 06:00:00,to,2238,427,364,42.335206072,-71.046152009,0.19079535299374442,0.16264521894548703
2019-03-01 06:00:00,to,2232,397,341,42.335655724,-71.048263874,0.1778673835125448,0.1527777777777778
2019-03-01 06:00:00,to,2151,391,335,42.3362773,-71.05029433899999,0.1817759181775918,0.15574151557415156
2019-03-01 06:00:00,to,2550,559,464,42.361591016,-71.052217869,0.2192156862745098,0.18196078431372548
2019-03-01 06:00:00,to,1858,431,357,42.337062984,-71.052217869,0.2319698600645856,0.19214208826695373
2019-03-01 06:00:00,to,2601,596,518,42.360651105,-71.054010275,0.22914263744713573,0.19915417147251058
2019-03-01 06:00:00,to,1970,473,396,42.338002895,-71.054010275,0.24010152284263958,0.20101522842639594
2019-03-01 06:00:00,to,2336,509,421,42.359568787,-71.055649017,0.21789383561643835,0.18022260273972604
2019-03-01 06:00:00,to,2597,437,375,42.339085213000004,-71.055649017,0.16827108201771274,0.14439738159414708
2019-03-01 06:00:00,to,2145,420,353,42.358357673,-71.057113487,0.1958041958041958,0.16456876456876457
2019-03-01 06:00:00,to,2399,435,370,42.340296327,-71.057113487,0.18132555231346395,0.15423092955398082
2019-03-01 06:00:00,to,2104,443,364,42.357032992,-71.05838526699999,0.2105513307984791,0.17300380228136883
2019-03-01 06:00:00,to,2468,472,406,42.341621008000004,-71.05838526699999,0.1912479740680713,0.16450567260940033
2019-03-01 06:00:00,to,1961,497,439,42.355611404,-71.059448365,0.2534421213666497,0.22386537480877103
2019-03-01 06:00:00,to,2568,472,400,42.343042596,-71.059448365,0.1838006230529595,0.1557632398753894
2019-03-01 06:00:00,to,1911,475,419,42.354110786999996,-71.060289411,0.24856096284667714,0.21925693354264783
2019-03-01 06:00:00,to,1957,459,383,42.35255001,-71.06089782800001,0.2345426673479816,0.19570771589167094
2019-03-01 06:00:00,to,5357,694,613,42.34610399,-71.06089782800001,0.12955012133656899,0.11442971812581669
2019-03-01 06:00:00,to,2242,624,539,42.350948702,-71.061265967,0.2783229259589652,0.24041034790365745
2019-03-01 06:00:00,to,3445,666,567,42.347705298,-71.061265967,0.19332365747460087,0.16458635703918723
2019-03-01 06:00:00,to,2269,601,510,42.349327,-71.06138919600001,0.26487439400617013,0.2247686205376818
2019-03-01 06:00:00,from,5818,677,613,42.358357673,-71.026468513,0.1163630113441045,0.10536266758336198
2019-03-01 06:00:00,from,2256,400,360,42.340296327,-71.026468513,0.1773049645390071,0.1595744680851064
2019-03-01 06:00:00,from,2054,375,336,42.339085213000004,-71.027932983,0.18257059396299902,0.16358325219084713
2019-03-01 06:00:00,from,2183,329,280,42.338002895,-71.029571725,0.15071003206596426,0.1282638570774164
2019-03-01 06:00:00,from,2451,421,356,42.337062984,-71.031364131,0.17176662586699307,0.1452468380252958
2019-03-01 06:00:00,from,2167,374,314,42.3362773,-71.033287661,0.17258883248730963,0.14490078449469312
2019-03-01 06:00:00,from,1935,323,270,42.335655724,-71.035318126,0.1669250645994832,0.13953488372093023
2019-03-01 06:00:00,from,2135,382,325,42.335206072,-71.03742999100001,0.17892271662763465,0.1522248243559719
2019-03-01 06:00:00,from,2687,485,421,42.334933998000004,-71.039596698,0.18049869743208038,0.15668031261630072
2019-03-01 06:00:00,from,2508,418,358,42.334842926,-71.041791,0.16666666666666666,0.14274322169059012
2019-03-01 06:00:00,from,2708,443,370,42.334933998000004,-71.043985302,0.163589364844904,0.13663220088626293
2019-03-01 06:00:00,from,2270,431,366,42.335206072,-71.046152009,0.18986784140969162,0.16123348017621145
2019-03-01 06:00:00,from,2473,483,408,42.335655724,-71.048263874,0.1953093408815204,0.16498180347755761
2019-03-01 06:00:00,from,2516,470,402,42.3362773,-71.05029433899999,0.18680445151033387,0.15977742448330684
2019-03-01 06:00:00,from,2691,565,468,42.361591016,-71.052217869,0.20995912300260125,0.17391304347826086
2019-03-01 06:00:00,from,2733,549,475,42.337062984,-71.052217869,0.20087815587266739,0.17380168313208927
2019-03-01 06:00:00,from,4477,551,498,42.360651105,-71.054010275,0.12307348670985034,0.11123520214429305
2019-03-01 06:00:00,from,2548,505,439,42.338002895,-71.054010275,0.19819466248037676,0.17229199372056514
2019-03-01 06:00:00,from,2799,667,557,42.359568787,-71.055649017,0.23829939264022865,0.19899964272954626
2019-03-01 06:00:00,from,2680,478,406,42.339085213000004,-71.055649017,0.1783582089552239,0.15149253731343285
2019-03-01 06:00:00,from,2354,581,502,42.358357673,-71.057113487,0.24681393372982158,0.21325403568394222
2019-03-01 06:00:00,from,2441,482,401,42.340296327,-71.057113487,0.19746005735354363,0.1642769356820975
2019-03-01 06:00:00,from,2181,551,449,42.357032992,-71.05838526699999,0.25263640531866116,0.20586886749197617
2019-03-01 06:00:00,from,2501,496,412,42.341621008000004,-71.05838526699999,0.1983206717313075,0.16473410635745703
2019-03-01 06:00:00,from,2089,538,456,42.355611404,-71.059448365,0.2575394925801819,0.2182862613690761
2019-03-01 06:00:00,from,2533,444,371,42.343042596,-71.059448365,0.17528622187129886,0.14646664034741413
2019-03-01 06:00:00,from,1962,496,419,42.354110786999996,-71.060289411,0.2528032619775739,0.21355759429153925
2019-03-01 06:00:00,from,2191,588,499,42.35255001,-71.06089782800001,0.268370607028754,0.22774988589685075
2019-03-01 06:00:00,from,2456,417,360,42.34610399,-71.06089782800001,0.16978827361563517,0.1465798045602606
2019-03-01 06:00:00,from,2191,549,470,42.350948702,-71.061265967,0.2505705157462346,0.21451392058420812
2019-03-01 06:00:00,from,2298,477,401,42.347705298,-71.061265967,0.20757180156657964,0.17449956483899043
2019-03-01 06:00:00,from,2469,587,500,42.349327,-71.06138919600001,0.23774807614418794,0.2025111381125962
2019-03-01 07:00:00,to,5550,696,610,42.358357673,-71.026468513,0.1254054054054054,0.10990990990990991
2019-03-01 07:00:00,to,2198,401,345,42.340296327,-71.026468513,0.1824385805277525,0.15696087352138308
2019-03-01 07:00:00,to,1996,371,318,42.339085213000004,-71.027932983,0.18587174348697394,0.1593186372745491
2019-03-01 07:00:00,to,2140,328,277,42.338002895,-71.029571725,0.15327102803738318,0.1294392523364486
2019-03-01 07:00:00,to,2375,398,336,42.337062984,-71.031364131,0.16757894736842105,0.1414736842105263
2019-03-01 07:00:00,to,1987,315,264,42.3362773,-71.033287661,0.15853044791142426,0.13286361348766984
2019-03-01 07:00:00,to,1892,312,256,42.335655724,-71.035318126,0.1649048625792812,0.13530655391120508
2019-03-01 07:00:00,to,2382,459,372,42.335206072,-71.03742999100001,0.19269521410579346,0.1561712846347607
2019-03-01 07:00:00,to,2384,441,358,42.334933998000004,-71.039596698,0.18498322147651006,0.15016778523489932
2019-03-01 07:00:00,to,2505,477,390,42.334842926,-71.041791,0.19041916167664671,0.15568862275449102
2019-03-01 07:00:00,to,2640,501,490,42.334933998000004,-71.043985302,0.18977272727272726,0.1856060606060606
2019-03-01 07:00:00,to,2238,427,354,42.335206072,-71.046152009,0.19079535299374442,0.1581769436997319
2019-03-01 07:00:00,to,2232,397,402,42.335655724,-71.048263874,0.1778673835125448,0.18010752688172044
2019-03-01 07:00:00,to,2151,391,393,42.3362773,-71.05029433899999,0.1817759181775918,0.18270571827057183
2019-03-01 07:00:00,to,2550,559,478,42.361591016,-71.052217869,0.2192156862745098,0.18745098039215685
2019-03-01 07:00:00,to,1858,431,355,42.337062984,-71.052217869,0.2319698600645856,0.19106566200215286
2019-03-01 07:00:00,to,2601,596,530,42.360651105,-71.054010275,0.22914263744713573,0.2037677816224529
2019-03-01 07:00:00,to,1970,473,397,42.338002895,-71.054010275,0.24010152284263958,0.2015228426395939
2019-03-01 07:00:00,to,2336,509,441,42.359568787,-71.055649017,0.21789383561643835,0.18878424657534246
2019-03-01 07:00:00,to,2597,437,359,42.339085213000004,-71.055649017,0.16827108201771274,0.13823642664613014
2019-03-01 07:00:00,to,2145,420,370,42.358357673,-71.057113487,0.1958041958041958,0.17249417249417248
2019-03-01 07:00:00,to,2399,435,377,42.340296327,-71.057113487,0.18132555231346395,0.15714881200500208
2019-03-01 07:00:00,to,2104,443,377,42.357032992,-71.05838526699999,0.2105513307984791,0.1791825095057034
2019-03-01 07:00:00,to,2468,472,411,42.341621008000004,-71.05838526699999,0.1912479740680713,0.16653160453808752
2019-03-01 07:00:00,to,1961,497,431,42.355611404,-71.059448365,0.2534421213666497,0.21978582355940846
2019-03-01 07:00:00,to,2568,472,398,42.343042596,-71.059448365,0.1838006230529595,0.15498442367601245
2019-03-01 07:00:00,to,1911,475,397,42.354110786999996,-71.060289411,0.24856096284667714,0.20774463631606488
2019-03-01 07:00:00,to,1957,459,379,42.35255001,-71.06089782800001,0.2345426673479816,0.1936637710781809
2019-03-01 07:00:00,to,5357,694,612,42.34610399,-71.06089782800001,0.12955012133656899,0.1142430464812395
2019-03-01 07:00:00,to,2242,624,526,42.350948702,-71.061265967,0.2783229259589652,0.23461195361284568
2019-03-01 07:00:00,to,3445,666,573,42.347705298,-71.061265967,0.19332365747460087,0.16632801161103047
2019-03-01 07:00:00,to,2269,601,496,42.349327,-71.06138919600001,0.26487439400617013,0.21859850154252974
2019-03-01 07:00:00,from,5818,677,606,42.358357673,-71.026468513,0.1163630113441045,0.10415950498453076
2019-03-01 07:00:00,from,2256,400,364,42.340296327,-71.026468513,0.1773049645390071,0.16134751773049646
2019-03-01 07:00:00,from,2054,375,340,42.339085213000004,-71.027932983,0.18257059396299902,0.1655306718597858
2019-03-01 07:00:00,from,2183,329,290,42.338002895,-71.029571725,0.15071003206596426,0.13284470911589555
2019-03-01 07:00:00,from,2451,421,373,42.337062984,-71.031364131,0.17176662586699307,0.1521827825377397
2019-03-01 07:00:00,from,2167,374,327,42.3362773,-71.033287661,0.17258883248730963,0.15089986155976004
2019-03-01 07:00:00,from,1935,323,284,42.335655724,-71.035318126,0.1669250645994832,0.1467700258397933
2019-03-01 07:00:00,from,2135,382,331,42.335206072,-71.03742999100001,0.17892271662763465,0.15503512880562062
2019-03-01 07:00:00,from,2687,485,465,42.334933998000004,-71.039596698,0.18049869743208038,0.17305545217714924
2019-03-01 07:00:00,from,2508,418,403,42.334842926,-71.041791,0.16666666666666666,0.16068580542264752
2019-03-01 07:00:00,from,2708,443,421,42.334933998000004,-71.043985302,0.163589364844904,0.1554652880354505
2019-03-01 07:00:00,from,2270,431,382,42.335206072,-71.046152009,0.18986784140969162,0.1682819383259912
2019-03-01 07:00:00,from,2473,483,426,42.335655724,-71.048263874,0.1953093408815204,0.17226041245450868
2019-03-01 07:00:00,from,2516,470,400,42.3362773,-71.05029433899999,0.18680445151033387,0.1589825119236884
2019-03-01 07:00:00,from,2691,565,467,42.361591016,-71.052217869,0.20995912300260125,0.17354143441099962
2019-03-01 07:00:00,from,2733,549,485,42.337062984,-71.052217869,0.20087815587266739,0.17746066593487012
2019-03-01 07:00:00,from,4477,551,502,42.360651105,-71.054010275,0.12307348670985034,0.11212865758320303
2019-03-01 07:00:00,from,2548,505,435,42.338002895,-71.054010275,0.19819466248037676,0.1707221350078493
2019-03-01 07:00:00,from,2799,667,550,42.359568787,-71.055649017,0.23829939264022865,0.19649874955341193
2019-03-01 07:00:00,from,2680,478,397,42.339085213000004,-71.055649017,0.1783582089552239,0.14813432835820894
2019-03-01 07:00:00,from,2354,581,511,42.358357673,-71.057113487,0.24681393372982158,0.21707731520815632
2019-03-01 07:00:00,from,2441,482,394,42.340296327,-71.057113487,0.19746005735354363,0.1614092585006145
2019-03-01 07:00:00,from,2181,551,455,42.357032992,-71.05838526699999,0.25263640531866116,0.20861989912884
2019-03-01 07:00:00,from,2501,496,400,42.341621008000004,-71.05838526699999,0.1983206717313075,0.1599360255897641
2019-03-01 07:00:00,from,2089,538,452,42.355611404,-71.059448365,0.2575394925801819,0.21637146960268072
2019-03-01 07:00:00,from,2533,444,366,42.343042596,-71.059448365,0.17528622187129886,0.14449269640742202
2019-03-01 07:00:00,from,1962,496,432,42.354110786999996,-71.060289411,0.2528032619775739,0.22018348623853212
2019-03-01 07:00:00,from,2191,588,504,42.35255001,-71.06089782800001,0.268370607028754,0.23003194888178913
2019-03-01 07:00:00,from,2456,417,360,42.34610399,-71.06089782800001,0.16978827361563517,0.1465798045602606
2019-03-01 07:00:00,from,2191,549,466,42.350948702,-71.061265967,0.2505705157462346,0.2126882701962574
2019-03-01 07:00:00,from,2298,477,399,42.347705298,-71.061265967,0.20757180156657964,0.17362924281984335
2019-03-01 07:00:00,from,2469,587,483,42.349327,-71.06138919600001,0.23774807614418794,0.19562575941676794
2019-03-01 08:00:00,to,5550,696,575,42.358357673,-71.026468513,0.1254054054054054,0.1036036036036036
2019-03-01 08:00:00,to,2198,401,340,42.340296327,-71.026468513,0.1824385805277525,0.15468607825295724
2019-03-01 08:00:00,to,1996,371,313,42.339085213000004,-71.027932983,0.18587174348697394,0.156813627254509
2019-03-01 08:00:00,to,2140,328,267,42.338002895,-71.029571725,0.15327102803738318,0.12476635514018691
2019-03-01 08:00:00,to,2375,398,331,42.337062984,-71.031364131,0.16757894736842105,0.13936842105263159
2019-03-01 08:00:00,to,1987,315,254,42.3362773,-71.033287661,0.15853044791142426,0.12783090085556115
2019-03-01 08:00:00,to,1892,312,248,42.335655724,-71.035318126,0.1649048625792812,0.13107822410147993
2019-03-01 08:00:00,to,2382,459,368,42.335206072,-71.03742999100001,0.19269521410579346,0.15449202350965574
2019-03-01 08:00:00,to,2384,441,353,42.334933998000004,-71.039596698,0.18498322147651006,0.1480704697986577
2019-03-01 08:00:00,to,2505,477,384,42.334842926,-71.041791,0.19041916167664671,0.1532934131736527
2019-03-01 08:00:00,to,2640,501,429,42.334933998000004,-71.043985302,0.18977272727272726,0.1625
2019-03-01 08:00:00,to,2238,427,352,42.335206072,-71.046152009,0.19079535299374442,0.1572832886505809
2019-03-01 08:00:00,to,2232,397,335,42.335655724,-71.048263874,0.1778673835125448,0.150089605734767
2019-03-01 08:00:00,to,2151,391,326,42.3362773,-71.05029433899999,0.1817759181775918,0.1515574151557415
2019-03-01 08:00:00,to,2550,559,440,42.361591016,-71.052217869,0.2192156862745098,0.17254901960784313
2019-03-01 08:00:00,to,1858,431,370,42.337062984,-71.052217869,0.2319698600645856,0.1991388589881593
2019-03-01 08:00:00,to,2601,596,477,42.360651105,-71.054010275,0.22914263744713573,0.18339100346020762
2019-03-01 08:00:00,to,1970,473,406,42.338002895,-71.054010275,0.24010152284263958,0.20609137055837565
2019-03-01 08:00:00,to,2336,509,412,42.359568787,-71.055649017,0.21789383561643835,0.17636986301369864
2019-03-01 08:00:00,to,2597,437,359,42.339085213000004,-71.055649017,0.16827108201771274,0.13823642664613014
2019-03-01 08:00:00,to,2145,420,343,42.358357673,-71.057113487,0.1958041958041958,0.1599067599067599
2019-03-01 08:00:00,to,2399,435,368,42.340296327,-71.057113487,0.18132555231346395,0.15339724885368905
2019-03-01 08:00:00,to,2104,443,346,42.357032992,-71.05838526699999,0.2105513307984791,0.1644486692015209
2019-03-01 08:00:00,to,2468,472,403,42.341621008000004,-71.05838526699999,0.1912479740680713,0.163290113452188
2019-03-01 08:00:00,to,1961,497,382,42.355611404,-71.059448365,0.2534421213666497,0.19479857215706273
2019-03-01 08:00:00,to,2568,472,387,42.343042596,-71.059448365,0.1838006230529595,0.15070093457943926
2019-03-01 08:00:00,to,1911,475,364,42.354110786999996,-71.060289411,0.24856096284667714,0.19047619047619047
2019-03-01 08:00:00,to,1957,459,349,42.35255001,-71.06089782800001,0.2345426673479816,0.17833418497700562
2019-03-01 08:00:00,to,5357,694,585,42.34610399,-71.06089782800001,0.12955012133656899,0.10920291207765541
2019-03-01 08:00:00,to,2242,624,523,42.350948702,-71.061265967,0.2783229259589652,0.23327386262265834
2019-03-01 08:00:00,to,3445,666,550,42.347705298,-71.061265967,0.19332365747460087,0.15965166908563136
2019-03-01 08:00:00,to,2269,601,492,42.349327,-71.06138919600001,0.26487439400617013,0.21683561040105773
2019-03-01 08:00:00,from,5818,677,602,42.358357673,-71.026468513,0.1163630113441045,0.10347198349948436
2019-03-01 08:00:00,from,2256,400,368,42.340296327,-71.026468513,0.1773049645390071,0.16312056737588654
2019-03-01 08:00:00,from,2054,375,345,42.339085213000004,-71.027932983,0.18257059396299902,0.1679649464459591
2019-03-01 08:00:00,from,2183,329,290,42.338002895,-71.029571725,0.15071003206596426,0.13284470911589555
2019-03-01 08:00:00,from,2451,421,371,42.337062984,-71.031364131,0.17176662586699307,0.15136678906568748
2019-03-01 08:00:00,from,2167,374,339,42.3362773,-71.033287661,0.17258883248730963,0.15643747115828335
2019-03-01 08:00:00,from,1935,323,280,42.335655724,-71.035318126,0.1669250645994832,0.14470284237726097
2019-03-01 08:00:00,from,2135,382,327,42.335206072,-71.03742999100001,0.17892271662763465,0.1531615925058548
2019-03-01 08:00:00,from,2687,485,431,42.334933998000004,-71.039596698,0.18049869743208038,0.16040193524376628
2019-03-01 08:00:00,from,2508,418,369,42.334842926,-71.041791,0.16666666666666666,0.1471291866028708
2019-03-01 08:00:00,from,2708,443,386,42.334933998000004,-71.043985302,0.163589364844904,0.14254062038404727
2019-03-01 08:00:00,from,2270,431,380,42.335206072,-71.046152009,0.18986784140969162,0.16740088105726872
2019-03-01 08:00:00,from,2473,483,425,42.335655724,-71.048263874,0.1953093408815204,0.17185604528912252
2019-03-01 08:00:00,from,2516,470,405,42.3362773,-71.05029433899999,0.18680445151033387,0.1609697933227345
2019-03-01 08:00:00,from,2691,565,447,42.361591016,-71.052217869,0.20995912300260125,0.16610925306577481
2019-03-01 08:00:00,from,2733,549,474,42.337062984,-71.052217869,0.20087815587266739,0.1734357848518112
2019-03-01 08:00:00,from,4477,551,494,42.360651105,-71.054010275,0.12307348670985034,0.11034174670538308
2019-03-01 08:00:00,from,2548,505,440,42.338002895,-71.054010275,0.19819466248037676,0.1726844583987441
2019-03-01 08:00:00,from,2799,667,516,42.359568787,-71.055649017,0.23829939264022865,0.18435155412647375
2019-03-01 08:00:00,from,2680,478,410,42.339085213000004,-71.055649017,0.1783582089552239,0.15298507462686567
2019-03-01 08:00:00,from,2354,581,471,42.358357673,-71.057113487,0.24681393372982158,0.20008496176720475
2019-03-01 08:00:00,from,2441,482,369,42.340296327,-71.057113487,0.19746005735354363,0.15116755428103237
2019-03-01 08:00:00,from,2181,551,446,42.357032992,-71.05838526699999,0.25263640531866116,0.20449335167354424
2019-03-01 08:00:00,from,2501,496,384,42.341621008000004,-71.05838526699999,0.1983206717313075,0.15353858456617353
2019-03-01 08:00:00,from,2089,538,441,42.355611404,-71.059448365,0.2575394925801819,0.21110579224509335
2019-03-01 08:00:00,from,2533,444,342,42.343042596,-71.059448365,0.17528622187129886,0.13501776549545993
2019-03-01 08:00:00,from,1962,496,411,42.354110786999996,-71.060289411,0.2528032619775739,0.20948012232415902
2019-03-01 08:00:00,from,2191,588,491,42.35255001,-71.06089782800001,0.268370607028754,0.22409858512094935
2019-03-01 08:00:00,from,2456,417,352,42.34610399,-71.06089782800001,0.16978827361563517,0.14332247557003258
2019-03-01 08:00:00,from,2191,549,462,42.350948702,-71.061265967,0.2505705157462346,0.2108626198083067
2019-03-01 08:00:00,from,2298,477,394,42.347705298,-71.061265967,0.20757180156657964,0.17145343777197564
2019-03-01 08:00:00,from,2469,587,484,42.349327,-71.06138919600001,0.23774807614418794,0.19603078169299312
2019-03-01 09:00:00,to,5550,696,586,42.358357673,-71.026468513,0.1254054054054054,0.10558558558558559
2019-03-01 09:00:00,to,2198,401,329,42.340296327,-71.026468513,0.1824385805277525,0.14968152866242038
